X [s],R BICEPS BRACHII: EMG 1 [V],L BICEPS BRACHII: EMG 2 [V]
6.9795,-0.0105745,0.0219883
6.9799655,-0.0114137,0.0243381
6.980431,-0.0068818,0.0253452
6.9808966,0.0015106,0.0246738
6.9813621,0.0028534,0.0229953
6.9818276,-0.0083925,0.0218204
6.9822931,-0.0297093,0.0209812
6.9827586,-0.0480049,0.0206455
6.9832241,-0.057908,0.0213169
6.9836897,-0.0733501,0.0240024
6.9841552,-0.1000381,0.0246738
6.9846207,-0.1183337,0.0246738
6.9850862,-0.1143053,0.023331
6.9855517,-0.0955062,0.0216526
6.9860172,-0.0738537,0.0203098
6.9864828,-0.0527047,0.0191348
6.9869483,-0.0327306,0.0179599
6.9874138,-0.012253,0.0129244
6.9878793,0.006714,0.0038605
6.9883448,0.0219883,-0.0018463
6.9888103,0.0370947,-0.002182
6.9892759,0.0542153,0.0001678
6.9897414,0.068986,0.0045319
6.9902069,0.0738537,0.012253
6.9906724,0.0679789,0.0199741
6.9911379,0.0616007,0.0219883
6.9916034,0.061265,0.0164492
6.992069,0.0622721,0.008896
6.9925345,0.0589151,0.0048676
6.993,0.0483406,0.0035248
6.9934655,0.0394446,0.002182
6.993931,0.0354162,0.002182
6.9943966,0.0310521,0.0043641
6.9948621,0.0226596,0.0085603
6.9953276,0.0151064,0.0146029
6.9957931,0.0095674,0.0179599
6.9962586,0.0043641,0.0176242
6.9967241,-0.0018463,0.0097353
6.9971897,-0.0090639,-0.0028534
6.9976552,-0.017792,-0.012253
6.9981207,-0.0229953,-0.0159457
6.9985862,-0.0260166,-0.0182956
6.9990517,-0.0276951,-0.0209812
6.9995172,-0.0283665,-0.0196384
6.9999828,-0.0297093,-0.0078889
7.0004483,-0.0320592,0.0119173
7.0009138,-0.0339055,0.0307164
7.0013793,-0.0345769,0.04448
7.0018448,-0.0369268,0.0532082
7.0023103,-0.0404517,0.0582437
7.0027759,-0.0428016,0.0609293
7.0032414,-0.0441444,0.0619364
7.0037069,-0.0454871,0.0649577
7.0041724,-0.0464942,0.0656291
7.0046379,-0.0458228,0.054551
7.0051034,-0.04448,0.0223239
7.005569,-0.0439765,-0.023331
7.0060345,-0.0458228,-0.0626078
7.0065,-0.0525368,-0.093492
7.0069655,-0.0632792,-0.1196765
7.007431,-0.0726787,-0.1337758
7.0078966,-0.076875,-0.1237049
7.0083621,-0.0770428,-0.0783856
7.0088276,-0.0780499,-0.0028534
7.0092931,-0.0803998,0.0757
7.0097586,-0.0834211,0.1277333
7.0102241,-0.0834211,0.1320974
7.0106897,-0.0753643,0.0997024
7.0111552,-0.0605936,0.0569009
7.0116207,-0.0404517,0.0139315
7.0120862,-0.0186313,-0.026688
7.0125517,0.0043641,-0.0466621
7.0130172,0.0219883,-0.0209812
7.0134828,0.0354162,0.0475013
7.0139483,0.0565652,0.1243763
7.0144138,0.0861067,0.1700313
7.0148793,0.1018845,0.1743954
7.0153448,0.0906386,0.1594568
7.0158103,0.0602579,0.1475395
7.0162759,0.0270237,0.1461967
7.0167414,0.002182,0.1431754
7.0172069,-0.0102388,0.1300832
7.0176724,-0.0117494,0.1129625
7.0181379,-0.008896,0.0951705
7.0186034,-0.0016785,0.070161
7.019069,0.0102388,0.0394446
7.0195345,0.0169528,0.0152743
7.02,0.0105745,-0.0075532
7.0204655,-0.0010071,-0.0438087
7.020931,-0.0109102,-0.1022202
7.0213966,-0.0149386,-0.1680171
7.0218621,-0.0151064,-0.2210575
7.0223276,-0.0142672,-0.2546273
7.0227931,0.0038605,-0.2683909
7.0232586,0.0572366,-0.2458991
7.0237241,0.0958419,-0.1666743
7.0241897,0.0780499,-0.043473
7.0246552,0.0129244,0.0842603
7.0251207,-0.0622721,0.188159
7.0255862,-0.1216907,0.2589914
7.0260517,-0.1519036,0.2878614
7.0265172,-0.1560998,0.276112
7.0269828,-0.1519036,0.2354925
7.0274483,-0.1475395,0.1861448
7.0279138,-0.1428397,0.1421683
7.0283793,-0.1327687,0.1096056
7.0288448,-0.112459,0.082414
7.0293103,-0.081239,0.0528725
7.0297759,-0.0417945,0.026688
7.0302414,-0.0052033,0.0095674
7.0307069,0.0387732,-0.0018463
7.0311724,0.0985275,-0.0082246
7.0316379,0.1304189,-0.0115816
7.0321034,0.1028916,-0.0139315
7.032569,0.0360876,-0.0129244
7.0330345,-0.0246738,-0.0105745
7.0335,-0.0518654,-0.0109102
7.0339655,-0.0473335,-0.0125887
7.034431,-0.0283665,-0.0142672
7.0348966,-0.0093996,-0.0172885
7.0353621,0.002182,-0.0229953
7.0358276,0.008896,-0.0290379
7.0362931,0.0119173,-0.0347448
7.0367586,0.008896,-0.0359197
7.0372241,0.0045319,-0.0297093
7.0376897,0.0050355,-0.0159457
7.0381552,0.0125887,-0.0070497
7.0386207,0.0231632,-0.0109102
7.0390862,0.0287022,-0.0216526
7.0395517,0.0283665,-0.0337377
7.0400172,0.0240024,-0.0453193
7.0404828,0.0169528,-0.0525368
7.0409483,0.0090639,-0.0528725
7.0414138,0.0031891,-0.0505226
7.0418793,-0.0005035,-0.0485084
7.0423448,-0.005539,-0.0446479
7.0428103,-0.0104067,-0.0379339
7.0432759,-0.0162814,-0.0287022
7.0437414,-0.0209812,-0.018967
7.0442069,-0.0246738,-0.0092317
7.0446724,-0.0276951,-0.0018463
7.0451379,-0.0325628,0.0048676
7.0456034,-0.0370947,0.0105745
7.046069,-0.0387732,0.014435
7.0465345,-0.0406195,0.0169528
7.047,-0.0464942,0.0193027
7.0474655,-0.0582437,0.0219883
7.047931,-0.0696574,0.0258488
7.0483966,-0.0753643,0.0287022
7.0488621,-0.0760357,0.0293736
7.0493276,-0.0708324,0.0280308
7.0497931,-0.0592508,0.0276951
7.0502586,-0.0473335,0.0303807
7.0507241,-0.0364233,0.0317235
7.0511897,-0.0085603,0.0307164
7.0516552,0.0273594,0.0287022
7.0521207,0.0464942,0.0307164
7.0525862,0.0387732,0.0365911
7.0530517,0.0142672,0.0387732
7.0535172,-0.0162814,0.0317235
7.0539828,-0.0431373,0.0213169
7.0544483,-0.0582437,0.0132601
7.0549138,-0.0599222,0.008896
7.0553793,-0.0565652,0.0078889
7.0558448,-0.0555581,0.008896
7.0563103,-0.051194,0.0109102
7.0567759,-0.0412909,0.0132601
7.0572414,-0.0287022,0.0157778
7.0577069,-0.0152743,0.0166171
7.0581724,-0.0025177,0.01561
7.0586379,0.0092317,0.0152743
7.0591034,0.0193027,0.0149386
7.059569,0.0243381,0.0151064
7.0600345,0.0258488,0.0166171
7.0605,0.0256809,0.0182956
7.0609655,0.023331,0.0172885
7.061431,0.0199741,0.0162814
7.0618966,0.0193027,0.0162814
7.0623621,0.0166171,0.0149386
7.0628276,0.0109102,0.0146029
7.0632931,0.0057069,0.0146029
7.0637586,0.0025177,0.0146029
7.0642241,0.0005035,0.0139315
7.0646897,-0.0023499,0.0139315
7.0651552,-0.0058747,0.0142672
7.0656207,-0.0092317,0.0132601
7.0660862,-0.0119173,0.0119173
7.0665517,-0.01561,0.0119173
7.0670172,-0.0209812,0.0099031
7.0674828,-0.0253452,0.0043641
7.0679483,-0.0276951,-0.0015106
7.0684138,-0.027863,-0.0048676
7.0688793,-0.0297093,-0.0038605
7.0693448,-0.0317235,-0.0005035
7.0698103,-0.0313878,0.0031891
7.0702759,-0.0310521,0.0065461
7.0707414,-0.0320592,0.0052033
7.0712069,-0.0325628,-0.0068818
7.0716724,-0.0318914,-0.0176242
7.0721379,-0.0303807,-0.018967
7.0726034,-0.0303807,-0.0142672
7.073069,-0.03122,-0.0028534
7.0735345,-0.0307164,0.0146029
7.074,-0.0297093,0.0360876
7.0744655,-0.0292058,0.0599222
7.074931,-0.0287022,0.079057
7.0753966,-0.0287022,0.0844282
7.0758621,-0.0290379,0.0780499
7.0763276,-0.0307164,0.0683146
7.0767931,-0.0297093,0.0595865
7.0772586,-0.0276951,0.0508583
7.0777241,-0.027863,0.0411231
7.0781897,-0.0285344,0.0337377
7.0786552,-0.0280308,0.0283665
7.0791207,-0.0260166,0.0226596
7.0795862,-0.0229953,0.0169528
7.0800517,-0.0216526,0.0132601
7.0805172,-0.0221561,0.0115816
7.0809828,-0.0209812,0.0105745
7.0814483,-0.0196384,0.0078889
7.0819138,-0.0127565,-0.0041962
7.0823793,0.0016785,-0.0193027
7.0828448,0.012253,-0.0263523
7.0833103,0.0125887,-0.0238346
7.0837759,0.0020142,-0.0149386
7.0842414,-0.0169528,-0.0015106
7.0847069,-0.0391089,0.0149386
7.0851724,-0.0582437,0.0273594
7.0856379,-0.0708324,0.0297093
7.0861034,-0.0673075,0.0260166
7.086569,-0.0522011,0.0219883
7.0870345,-0.0414588,0.0199741
7.0875,-0.0391089,0.0159457
7.0879655,-0.0414588,0.012253
7.088431,-0.0468299,0.0102388
7.0888966,-0.0527047,0.0099031
7.0893621,-0.057908,0.0146029
7.0898276,-0.0575723,0.0251774
7.0902931,-0.0486763,0.0263523
7.0907586,-0.033402,-0.0115816
7.0912241,-0.0169528,-0.0736858
7.0916897,-0.0030213,-0.1065843
7.0921552,0.0092317,-0.0929885
7.0926207,0.0184634,-0.0464942
7.0930862,0.0218204,0.0125887
7.0935517,0.0250095,0.068986
7.0940172,0.0307164,0.111284
7.0944828,0.0357519,0.1190051
7.0949483,0.0364233,0.0936599
7.0954138,0.0340734,0.0663005
7.0958793,0.0332341,0.0505226
7.0963448,0.0360876,0.0441444
7.0968103,0.0387732,0.047837
7.0972759,0.0354162,0.0605936
7.0977414,0.0292058,0.0750286
7.0982069,0.0223239,0.0817426
7.0986724,0.0166171,0.0797284
7.0991379,0.0115816,0.0713359
7.0996034,0.0090639,0.0575723
7.100069,0.0065461,0.0384375
7.1005345,0.0018463,0.0206455
7.101,-0.0025177,0.0072175
7.1014655,-0.0048676,-0.0035248
7.101931,-0.005539,-0.0109102
7.1023966,-0.0065461,-0.0142672
7.1028621,-0.0115816,-0.0162814
7.1033276,-0.0229953,-0.0216526
7.1037931,-0.0354162,-0.0263523
7.1042586,-0.0449836,-0.0283665
7.1047241,-0.0525368,-0.0273594
7.1051897,-0.0582437,-0.0251774
7.1056552,-0.0592508,-0.0226596
7.1061207,-0.0510262,-0.018967
7.1065862,-0.040116,-0.0152743
7.1070517,-0.0313878,-0.0117494
7.1075172,-0.0229953,-0.0085603
7.1079828,-0.0166171,-0.0068818
7.1084483,-0.0120851,-0.0041962
7.1089138,-0.0099031,-0.0008392
7.1093793,-0.0109102,0.0011749
7.1098448,-0.0142672,-0.0001678
7.1103103,-0.0179599,-0.0025177
7.1107759,-0.021149,-0.0018463
7.1112414,-0.0238346,0.0031891
7.1117069,-0.027863,0.0065461
7.1121724,-0.0310521,0.0062104
7.1126379,-0.0320592,0.0023499
7.1131034,-0.0313878,-0.0082246
7.113569,-0.030045,-0.0273594
7.1140345,-0.0283665,-0.0532082
7.1145,-0.0271916,-0.0730144
7.1149655,-0.0260166,-0.0730144
7.115431,-0.0253452,-0.0558938
7.1158966,-0.0236667,-0.0273594
7.1163621,-0.0206455,0.0078889
7.1168276,-0.0179599,0.0387732
7.1172931,-0.0162814,0.0370947
7.1177586,-0.0149386,-0.0236667
7.1182241,-0.0154421,-0.0897993
7.1186897,-0.0159457,-0.0988632
7.1191552,-0.0169528,-0.0451514
7.1196207,-0.0171206,0.0391089
7.1200862,-0.0151064,0.1193408
7.1205517,-0.012253,0.1555962
7.1210172,-0.0119173,0.1320974
7.1214828,-0.012253,0.0891279
7.1219483,-0.0137636,0.0674754
7.1224138,-0.0149386,0.0686503
7.1228793,-0.0139315,0.0800641
7.1233448,-0.0068818,0.0975204
7.1238103,0.0010071,0.117998
7.1242759,0.0003357,0.1270619
7.1247414,-0.0092317,0.1159838
7.1252069,-0.021149,0.0995346
7.1256724,-0.0325628,0.0847639
7.1261379,-0.0414588,0.0679789
7.1266034,-0.0481727,0.0527047
7.127069,-0.0525368,0.0428016
7.1275345,-0.0532082,0.0283665
7.128,-0.0488441,-0.0182956
7.1284655,-0.0327306,-0.0733501
7.128931,-0.008896,-0.0948348
7.1293966,0.0099031,-0.0746929
7.1298621,0.0171206,-0.0243381
7.1303276,0.0132601,0.0360876
7.1307931,-0.0001678,0.0844282
7.1312586,-0.018967,0.1139696
7.1317241,-0.0381018,0.1273976
7.1321897,-0.0528725,0.1226978
7.1326552,-0.0604257,0.0971847
7.1331207,-0.0582437,0.0438087
7.1335862,-0.0498512,-0.018967
7.1340517,-0.0404517,-0.0547189
7.1345172,-0.0330663,-0.0515297
7.1349828,-0.0263523,-0.0243381
7.1354483,-0.0171206,0.0072175
7.1359138,-0.0085603,0.0293736
7.1363793,-0.0025177,0.0377661
7.1368448,0.0035248,0.0345769
7.1373103,0.0104067,0.026688
7.1377759,0.0146029,0.0179599
7.1382414,0.0152743,0.0085603
7.1387069,0.0132601,-0.0028534
7.1391724,0.0114137,-0.0095674
7.1396379,0.0104067,-0.008896
7.1401034,0.011078,-0.0072175
7.140569,0.0135958,-0.0099031
7.1410345,0.012253,-0.0132601
7.1415,0.0052033,-0.0137636
7.1419655,-0.0036927,-0.0162814
7.142431,-0.0127565,-0.0468299
7.1428966,-0.0193027,-0.1075914
7.1433621,-0.0246738,-0.1507286
7.1438276,-0.0287022,-0.1398184
7.1442931,-0.0328985,-0.0783856
7.1447586,-0.0337377,-0.0023499
7.1452241,-0.0280308,0.0532082
7.1456897,-0.0246738,0.0809033
7.1461552,-0.0273594,0.0877852
7.1466207,-0.0293736,0.082414
7.1470862,-0.0297093,0.0673075
7.1475517,-0.030045,0.0480049
7.1480172,-0.0307164,0.0196384
7.1484828,-0.0330663,-0.0288701
7.1489483,-0.0364233,-0.0753643
7.1494138,-0.0397803,-0.0861067
7.1498793,-0.0414588,-0.0580758
7.1503448,-0.0407874,-0.0129244
7.1508103,-0.0377661,0.0287022
7.1512759,-0.0339055,0.0557259
7.1517414,-0.0293736,0.0693217
7.1522069,-0.0229953,0.0686503
7.1526724,-0.0117494,0.0595865
7.1531379,0.0149386,0.0488441
7.1536034,0.0616007,0.040116
7.154069,0.1064164,0.033402
7.1545345,0.124712,0.0280308
7.155,0.1143053,0.0223239
7.1554655,0.0837568,0.017792
7.155931,0.0364233,0.0142672
7.1563966,-0.0251774,0.0112459
7.1568621,-0.0861067,0.0104067
7.1573276,-0.128069,0.0092317
7.1577931,-0.1367971,0.0052033
7.1582586,-0.1183337,-0.012253
7.1587241,-0.0919814,-0.0397803
7.1591897,-0.0663005,-0.0535439
7.1596552,-0.0439765,-0.0431373
7.1601207,-0.0255131,-0.0176242
7.1605862,-0.0132601,0.0078889
7.1610517,-0.0075532,0.026688
7.1615172,-0.005539,0.0365911
7.1619828,-0.0031891,0.0414588
7.1624483,0.002182,0.0441444
7.1629138,0.0135958,0.0428016
7.1633793,0.0213169,0.0404517
7.1638448,0.018967,0.0360876
7.1643103,0.0107424,0.0303807
7.1647759,0.0023499,0.026688
7.1652414,-0.0060426,0.026688
7.1657069,-0.0169528,0.0265202
7.1661724,-0.0297093,0.0253452
7.1666379,-0.0417945,0.0236667
7.1671034,-0.0495155,0.0213169
7.167569,-0.0525368,0.0182956
7.1680345,-0.051194,0.01561
7.1685,-0.0449836,0.0125887
7.1689655,-0.0386053,0.0115816
7.169431,-0.0332341,0.0119173
7.1698966,-0.026688,0.012253
7.1703621,-0.0203098,0.0125887
7.1708276,-0.0172885,0.0132601
7.1712931,-0.0152743,0.0139315
7.1717586,-0.0125887,0.0125887
7.1722241,-0.010071,0.0099031
7.1726897,-0.0090639,0.0097353
7.1731552,-0.0085603,0.0092317
7.1736207,-0.0083925,0.0078889
7.1740862,-0.0104067,0.0065461
7.1745517,-0.0127565,0.0065461
7.1750172,-0.0149386,0.0070497
7.1754828,-0.0152743,0.0078889
7.1759483,-0.0125887,0.0078889
7.1764138,-0.010071,0.0072175
7.1768793,-0.0090639,0.0065461
7.1773448,-0.0082246,0.0058747
7.1778103,-0.0085603,0.0077211
7.1782759,-0.0099031,0.0102388
7.1787414,-0.0112459,0.0105745
7.1792069,-0.0109102,0.008896
7.1796724,-0.0095674,0.0038605
7.1801379,-0.0095674,-0.0008392
7.1806034,-0.0109102,-0.0018463
7.181069,-0.0127565,0.0016785
7.1815345,-0.01561,0.0082246
7.182,-0.0176242,0.0146029
7.1824655,-0.0182956,0.0219883
7.182931,-0.0193027,0.0273594
7.1833966,-0.0191348,0.0293736
7.1838621,-0.017792,0.0293736
7.1843276,-0.0193027,0.0287022
7.1847931,-0.0204776,0.0263523
7.1852586,-0.0203098,0.0253452
7.1857241,-0.0231632,0.0243381
7.1861897,-0.0263523,0.0216526
7.1866552,-0.0275273,0.0198062
7.1871207,-0.0270237,0.0199741
7.1875862,-0.0260166,0.0203098
7.1880517,-0.0248417,0.0203098
7.1885172,-0.0229953,0.0193027
7.1889828,-0.0223239,0.017792
7.1894483,-0.0219883,0.0172885
7.1899138,-0.0223239,0.0166171
7.1903793,-0.0214847,0.0152743
7.1908448,-0.0191348,0.0132601
7.1913103,-0.017792,0.014435
7.1917759,-0.0169528,0.01561
7.1922414,-0.0169528,0.0159457
7.1927069,-0.0172885,0.01561
7.1931724,-0.0152743,0.01561
7.1936379,-0.0132601,0.0162814
7.1941034,-0.0135958,0.01561
7.194569,-0.0146029,0.0152743
7.1950345,-0.0129244,0.0159457
7.1955,-0.0109102,0.0184634
7.1959655,-0.011078,0.018967
7.196431,-0.0124208,0.017792
7.1968966,-0.0127565,0.0162814
7.1973621,-0.0109102,0.0146029
7.1978276,-0.0102388,0.0146029
7.1982931,-0.0109102,0.0149386
7.1987586,-0.0112459,0.0099031
7.1992241,-0.0115816,-0.0099031
7.1996897,-0.0102388,-0.0377661
7.2001552,-0.0105745,-0.0605936
7.2006207,-0.0109102,-0.0713359
7.2010862,-0.0109102,-0.0636149
7.2015517,-0.0119173,-0.0350805
7.2020172,-0.0139315,0.0052033
7.2024828,-0.0135958,0.042298
7.2029483,-0.0125887,0.0678111
7.2034138,-0.0142672,0.0814069
7.2038793,-0.0162814,0.0881209
7.2043448,-0.0169528,0.090135
7.2048103,-0.0172885,0.0882887
7.2052759,-0.0184634,0.082414
7.2057414,-0.0182956,0.0753643
7.2062069,-0.0162814,0.068986
7.2066724,-0.0149386,0.0629435
7.2071379,-0.0152743,0.0562295
7.2076034,-0.0164492,0.0475013
7.208069,-0.0166171,0.0394446
7.2085345,-0.0172885,0.0313878
7.209,-0.0182956,0.0219883
7.2094655,-0.018967,0.0132601
7.209931,-0.0198062,0.0052033
7.2103966,-0.0209812,-0.0015106
7.2108621,-0.0206455,-0.0063783
7.2113276,-0.0201419,-0.0209812
7.2117931,-0.0216526,-0.0506905
7.2122586,-0.0229953,-0.0740215
7.2127241,-0.0229953,-0.0713359
7.2131897,-0.0216526,-0.043473
7.2136552,-0.0213169,-0.008896
7.2141207,-0.0224918,0.0172885
7.2145862,-0.0243381,0.0172885
7.2150517,-0.0246738,-0.0216526
7.2155172,-0.0231632,-0.064622
7.2159828,-0.0216526,-0.0676432
7.2164483,-0.0216526,-0.0317235
7.2169138,-0.0221561,0.0135958
7.2173793,-0.021149,0.0354162
7.2178448,-0.0196384,0.0025177
7.2183103,-0.0176242,-0.0726787
7.2187759,-0.0162814,-0.1223621
7.2192414,-0.0162814,-0.0941634
7.2197069,-0.0171206,-0.0062104
7.2201724,-0.017792,0.0850996
7.2206379,-0.0172885,0.1398184
7.2211034,-0.0162814,0.1606317
7.221569,-0.0152743,0.1599603
7.2220345,-0.01561,0.1460288
7.2225,-0.0149386,0.1263905
7.2229655,-0.0147707,0.1059129
7.223431,-0.0142672,0.0881209
7.2238966,-0.0135958,0.072343
7.2243621,-0.0135958,0.0589151
7.2248276,-0.0139315,0.0461585
7.2252931,-0.0137636,0.0347448
7.2257586,-0.012253,0.0271916
7.2262241,-0.0099031,0.0223239
7.2266897,-0.008896,0.0182956
7.2271552,-0.0105745,0.0146029
7.2276207,-0.012253,0.012253
7.2280862,-0.0124208,0.0095674
7.2285517,-0.0130922,0.0062104
7.2290172,-0.0146029,0.0005035
7.2294828,-0.0159457,-0.0078889
7.2299483,-0.0172885,-0.0260166
7.2304138,-0.0164492,-0.0659648
7.2308793,-0.0119173,-0.1136339
7.2313448,-0.005539,-0.1344472
7.2318103,0.0006714,-0.1089342
7.2322759,0.0025177,-0.051194
7.2327414,0,0.012253
7.2332069,-0.0028534,0.0548867
7.2336724,-0.0050355,0.0763714
7.2341379,-0.0085603,0.0817426
7.2346034,-0.0142672,0.0663005
7.235069,-0.0199741,0.0320592
7.2355345,-0.027863,0.0031891
7.236,-0.0397803,-0.0016785
7.2364655,-0.0522011,0.0095674
7.236931,-0.0597543,0.0139315
7.2373966,-0.0498512,-0.0010071
7.2378621,-0.0273594,-0.0196384
7.2383276,-0.008896,-0.0203098
7.2387931,-0.0001678,-0.0015106
7.2392586,0.0035248,0.0219883
7.2397241,0.0030213,0.0387732
7.2401897,-0.0035248,0.0475013
7.2406552,-0.0102388,0.0501869
7.2411207,-0.0147707,0.0522011
7.2415862,-0.0199741,0.0518654
7.2420517,-0.0265202,0.0464942
7.2425172,-0.0357519,0.036759
7.2429828,-0.0448157,0.0280308
7.2434483,-0.051194,0.026688
7.2439138,-0.0542153,0.027863
7.2443793,-0.0533761,0.0265202
7.2448448,-0.047837,0.0240024
7.2453103,-0.0394446,0.0223239
7.2457759,-0.0310521,0.0213169
7.2462414,-0.023331,0.0209812
7.2467069,-0.0162814,0.0199741
7.2471724,-0.0090639,0.0176242
7.2476379,-0.0023499,0.0146029
7.2481034,0.0015106,0.0129244
7.248569,0.0025177,0.0149386
7.2490345,0.002182,0.0159457
7.2495,0.0025177,0.0149386
7.2499655,0.0031891,0.0119173
7.250431,0.0035248,0.0085603
7.2508966,0.0035248,0.0065461
7.2513621,0.0030213,0.0065461
7.2518276,0.0025177,0.0065461
7.2522931,0.0011749,0.005539
7.2527586,-0.0023499,0.0045319
7.2532241,-0.005539,0.0035248
7.2536897,-0.0068818,0.0038605
7.2541552,-0.0095674,0.0018463
7.2546207,-0.0065461,-0.0018463
7.2550862,-0.0005035,-0.0045319
7.2555517,0.0031891,-0.0048676
7.2560172,0.0036927,-0.0028534
7.2564828,0.0048676,-0.0018463
7.2569483,0.0048676,-0.0010071
7.2574138,0.0015106,-0.0015106
7.2578793,-0.0025177,-0.0018463
7.2583448,-0.0060426,-0.0015106
7.2588103,-0.0149386,-0.0008392
7.2592759,-0.0287022,-0.0005035
7.2597414,-0.0464942,-0.0016785
7.2602069,-0.0607614,-0.0018463
7.2606724,-0.072343,-0.0005035
7.2611379,-0.0798962,0.0018463
7.2616034,-0.081239,0.0045319
7.262069,-0.0767071,0.0050355
7.2625345,-0.0693217,0.0011749
7.263,-0.0592508,-0.0035248
7.2634655,-0.0458228,-0.0028534
7.263931,-0.0313878,0.0003357
7.2643966,-0.0182956,0.0035248
7.2648621,-0.0077211,0.0065461
7.2653276,-0.0008392,0.0085603
7.2657931,0.0028534,0.0112459
7.2662586,0.0013428,0.0152743
7.2667241,-0.0041962,0.0179599
7.2671897,-0.0092317,0.0182956
7.2676552,-0.008896,0.0172885
7.2681207,0.0015106,0.0186313
7.2685862,0.0166171,0.0206455
7.2690517,0.0303807,0.0219883
7.2695172,0.0438087,0.0226596
7.2699828,0.0595865,0.0224918
7.2704483,0.076875,0.023331
7.2709138,0.0903029,0.0243381
7.2713793,0.0955062,0.0246738
7.2718448,0.0889601,0.0246738
7.2723103,0.0637827,0.0236667
7.2727759,0.0216526,0.0229953
7.2732414,-0.0270237,0.0231632
7.2737069,-0.0683146,0.023331
7.2741724,-0.0916457,0.0240024
7.2746379,-0.096849,0.0240024
7.2751034,-0.0914778,0.0231632
7.275569,-0.0830854,0.0213169
7.2760345,-0.0757,0.0199741
7.2765,-0.0694896,0.0196384
7.2769655,-0.0619364,0.0193027
7.277431,-0.0528725,0.0193027
7.2778966,-0.0448157,0.0198062
7.2783621,-0.0374304,0.0193027
7.2788276,-0.0283665,0.0196384
7.2792931,-0.0219883,0.0213169
7.2797586,-0.0186313,0.0219883
7.2802241,-0.0162814,0.0199741
7.2806897,-0.0135958,0.018967
7.2811552,-0.0112459,0.018967
7.2816207,-0.0092317,0.0196384
7.2820862,-0.0105745,0.0199741
7.2825517,-0.0119173,0.0203098
7.2830172,-0.0109102,0.0199741
7.2834828,-0.0104067,0.0193027
7.2839483,-0.0124208,0.0199741
7.2844138,-0.0152743,0.0193027
7.2848793,-0.0181277,0.0208133
7.2853448,-0.0193027,0.0218204
7.2858103,-0.017792,0.0206455
7.2862759,-0.0159457,0.0199741
7.2867414,-0.0159457,0.021149
7.2872069,-0.0181277,0.0226596
7.2876724,-0.0191348,0.0236667
7.2881379,-0.0196384,0.023331
7.2886034,-0.0203098,0.0226596
7.289069,-0.0203098,0.0226596
7.2895345,-0.0201419,0.0206455
7.29,-0.0199741,0.0186313
7.2904655,-0.0196384,0.0182956
7.290931,-0.0194705,0.0172885
7.2913966,-0.0194705,0.014435
7.2918621,-0.0196384,0.0135958
7.2923276,-0.0209812,0.0135958
7.2927931,-0.0216526,0.0132601
7.2932586,-0.0209812,0.0125887
7.2937241,-0.0194705,0.012253
7.2941897,-0.0176242,0.0119173
7.2946552,-0.0172885,0.012253
7.2951207,-0.0193027,0.0132601
7.2955862,-0.0206455,0.012253
7.2960517,-0.0204776,0.0112459
7.2965172,-0.0209812,0.012253
7.2969828,-0.0218204,0.014435
7.2974483,-0.0203098,0.0152743
7.2979138,-0.0171206,0.0152743
7.2983793,-0.01561,0.0137636
7.2988448,-0.0159457,0.0129244
7.2993103,-0.0159457,0.0139315
7.2997759,-0.0162814,0.01561
7.3002414,-0.0169528,0.0157778
7.3007069,-0.0172885,0.0152743
7.3011724,-0.0176242,0.0159457
7.3016379,-0.0169528,0.0166171
7.3021034,-0.0164492,0.0172885
7.302569,-0.0166171,0.018967
7.3030345,-0.0162814,0.018967
7.3035,-0.01561,0.0169528
7.3039655,-0.0146029,0.0152743
7.304431,-0.0135958,0.0149386
7.3048966,-0.0134279,0.0142672
7.3053621,-0.0142672,0.0166171
7.3058276,-0.0152743,0.026688
7.3062931,-0.0149386,0.0387732
7.3067586,-0.0135958,0.0392767
7.3072241,-0.0125887,0.024506
7.3076897,-0.0112459,0.005539
7.3081552,-0.0117494,-0.0102388
7.3086207,-0.0139315,-0.0169528
7.3090862,-0.014435,-0.0152743
7.3095517,-0.0132601,-0.0068818
7.3100172,-0.0132601,0.002182
7.3104828,-0.0149386,0.0078889
7.3109483,-0.0164492,0.0117494
7.3114138,-0.0169528,0.0139315
7.3118793,-0.0166171,0.0152743
7.3123448,-0.0166171,0.0152743
7.3128103,-0.0162814,0.0152743
7.3132759,-0.0152743,0.0146029
7.3137414,-0.0142672,0.0146029
7.3142069,-0.0149386,0.0157778
7.3146724,-0.01561,0.0179599
7.3151379,-0.01561,0.0193027
7.3156034,-0.0152743,0.0193027
7.316069,-0.01561,0.0179599
7.3165345,-0.0159457,0.0172885
7.317,-0.0164492,0.0159457
7.3174655,-0.0169528,0.0146029
7.317931,-0.0176242,0.0119173
7.3183966,-0.0176242,0.0082246
7.3188621,-0.017792,0.0058747
7.3193276,-0.0169528,0.0041962
7.3197931,-0.0162814,0.0035248
7.3202586,-0.0166171,0.0045319
7.3207241,-0.0172885,0.0058747
7.3211897,-0.0166171,0.0068818
7.3216552,-0.0159457,0.0085603
7.3221207,-0.0154421,0.0125887
7.3225862,-0.0152743,0.0169528
7.3230517,-0.0149386,0.0182956
7.3235172,-0.0152743,0.0179599
7.3239828,-0.0149386,0.0179599
7.3244483,-0.0152743,0.0199741
7.3249138,-0.0166171,0.0229953
7.3253793,-0.0157778,0.0246738
7.3258448,-0.0139315,0.0260166
7.3263103,-0.0130922,0.026688
