X [s],R BICEPS BRACHII: EMG 1 [V],L BICEPS BRACHII: EMG 2 [V]
13.5153621,0.0548867,-0.3425803
13.5158276,0.1018845,-0.5940185
13.5162931,0.1327687,-0.7529717
13.5167586,0.1448539,-0.7685817
13.5172241,0.1398184,-0.670222
13.5176897,0.1220264,-0.4723278
13.5181552,0.100206,-0.1539178
13.5186207,0.0822461,0.2307927
13.5190862,0.0706645,0.5648127
13.5195517,0.0609293,0.7726101
13.5200172,0.0501869,0.8363928
13.5204828,0.0433051,0.7961089
13.5209483,0.0429694,0.7004349
13.5214138,0.0441444,0.5785763
13.5218793,0.0394446,0.4590677
13.5223448,0.0315557,0.3563439
13.5228103,0.0250095,0.2623484
13.5232759,0.0186313,0.1767453
13.5237414,0.0102388,0.1089342
13.5242069,-0.002182,0.0562295
13.5246724,-0.0164492,0.0075532
13.5251379,-0.0283665,-0.0270237
13.5256034,-0.0251774,-0.0310521
13.526069,0.0099031,-0.0092317
13.5265345,0.0560616,0.0119173
13.527,0.0770428,0.0105745
13.5274655,0.0706645,-0.0090639
13.527931,0.036759,-0.0317235
13.5283966,-0.01561,-0.0513619
13.5288621,-0.0743572,-0.0673075
13.5293276,-0.1265583,-0.0815747
13.5297931,-0.16701,-0.0975204
13.5302586,-0.1965515,-0.1116197
13.5307241,-0.2123293,-0.1190051
13.5311897,-0.2083009,-0.1169909
13.5316552,-0.1879911,-0.1143053
13.5321207,-0.1592889,-0.1164874
13.5325862,-0.1307546,-0.121355
13.5330517,-0.1059129,-0.1216907
13.5335172,-0.0850996,-0.1178302
13.5339828,-0.0674754,-0.114641
13.5344483,-0.0522011,-0.1149767
13.5349138,-0.0397803,-0.1149767
13.5353793,-0.0298772,-0.1109483
13.5358448,-0.0238346,-0.1055772
13.5363103,-0.0198062,-0.103563
13.5367759,-0.0135958,-0.1028916
13.5372414,-0.005539,-0.1015488
13.5377069,0.0015106,-0.1012131
13.5381724,0.0124208,-0.1163195
13.5386379,0.0250095,-0.191516
13.5391034,0.0292058,-0.3165637
13.539569,0.0263523,-0.3815213
13.5400345,0.0226596,-0.3123674
13.5405,0.0171206,-0.1411612
13.5409655,0.0077211,0.0441444
13.541431,-0.002182,0.1740597
13.5418966,-0.0102388,0.2380102
13.5423621,-0.014435,0.261677
13.5428276,-0.0164492,0.2610056
13.5432931,-0.0140993,0.2425422
13.5437586,-0.0077211,0.2113222
13.5442241,-0.0010071,0.1666743
13.5446897,0.0030213,0.121355
13.5451552,0.005539,0.0864424
13.5456207,0.0075532,0.0663005
13.5460862,0.0112459,0.0582437
13.5465517,0.0166171,0.0522011
13.5470172,0.0176242,0.0424659
13.5474828,0.0011749,0.0280308
13.5479483,-0.0209812,0.0119173
13.5484138,-0.0070497,0.0025177
13.5488793,0.0340734,0.0015106
13.5493448,0.0535439,0.0057069
13.5498103,0.047837,0.0132601
13.5502759,0.0298772,0.0224918
13.5507414,0.0001678,0.0313878
13.5512069,-0.0347448,0.033402
13.5516724,-0.0641184,0.0260166
13.5521379,-0.082414,0.0186313
13.5526034,-0.0894636,0.0159457
13.553069,-0.0897993,0.0182956
13.5535345,-0.0793927,0.0206455
13.554,-0.0607614,0.0172885
13.5544655,-0.0397803,-0.0062104
13.554931,-0.0297093,-0.0820783
13.5553966,-0.036759,-0.2019226
13.5558621,-0.0344091,-0.2798047
13.5563276,-0.0083925,-0.2396887
13.5567931,0.0219883,-0.1050736
13.5572586,0.0387732,0.0357519
13.5577241,0.0411231,0.1263905
13.5581897,0.0305486,0.1574426
13.5586552,0.0119173,0.1260548
13.5591207,-0.0041962,0.0679789
13.5595862,-0.0129244,0.0377661
13.5600517,-0.0164492,0.0548867
13.5605172,-0.0171206,0.1005417
13.5609828,-0.01561,0.1411612
13.5614483,-0.0132601,0.1606317
13.5619138,-0.0115816,0.1649958
13.5623793,-0.0151064,0.1549248
13.5628448,-0.0246738,0.1294118
13.5633103,-0.0310521,0.1038987
13.5637759,-0.0313878,0.0897993
13.5642414,-0.0404517,0.0827497
13.5647069,-0.0659648,0.0703288
13.5651724,-0.093492,0.0508583
13.5656379,-0.1089342,0.0344091
13.5661034,-0.1106126,0.0270237
13.566569,-0.1022202,0.0221561
13.5670345,-0.0874495,0.0152743
13.5675,-0.0533761,0.0052033
13.5679655,0.0011749,-0.0068818
13.568431,0.0537118,-0.0421302
13.5688966,0.0815747,-0.1223621
13.5693621,0.0795605,-0.1895018
13.5698276,0.0574044,-0.2052796
13.5702931,0.0250095,-0.1935302
13.5707586,-0.0062104,-0.1643244
13.5712241,-0.0258488,-0.1331044
13.5716897,-0.0265202,-0.1344472
13.5721552,-0.0137636,-0.1450217
13.5726207,0.0038605,-0.1139696
13.5730862,0.0196384,-0.012253
13.5735517,0.0287022,0.1233692
13.5740172,0.03122,0.2264286
13.5744828,0.0293736,0.2662089
13.5749483,0.0240024,0.2623484
13.5754138,0.0166171,0.2442206
13.5758793,0.0112459,0.2307927
13.5763448,0.0082246,0.2257572
13.5768103,-0.0028534,0.2123293
13.5772759,-0.023331,0.1831235
13.5777414,-0.051194,0.142504
13.5782069,-0.073518,0.1018845
13.5786724,-0.073518,0.0683146
13.5791379,-0.0518654,0.0394446
13.5796034,-0.0325628,0.0152743
13.580069,-0.0250095,0.0016785
13.5805345,-0.0172885,-0.0085603
13.581,-0.0011749,-0.051194
13.5814655,0.0166171,-0.1461967
13.581931,0.0293736,-0.2197147
13.5823966,0.033402,-0.1935302
13.5828621,0.0265202,-0.0817426
13.5833276,0.0099031,0.040116
13.5837931,-0.008896,0.1136339
13.5842586,-0.0276951,0.1240406
13.5847241,-0.0592508,0.0669718
13.5851897,-0.0582437,-0.0213169
13.5856552,0.0036927,-0.0743572
13.5861207,0.0802319,-0.0726787
13.5865862,0.1307546,-0.0464942
13.5870517,0.1413291,-0.0290379
13.5875172,0.1037308,-0.0246738
13.5879828,0.0209812,-0.0246738
13.5884483,-0.0849317,-0.024506
13.5889138,-0.1795987,-0.0250095
13.5893793,-0.2292821,-0.0303807
13.5898448,-0.223743,-0.0453193
13.5903103,-0.1858091,-0.0639506
13.5907759,-0.1401541,-0.0931563
13.5912414,-0.0955062,-0.1576104
13.5917069,-0.0558938,-0.2331426
13.5921724,-0.0288701,-0.2831617
13.5926379,-0.01561,-0.3103532
13.5931034,-0.0041962,-0.2667124
13.593569,0.0104067,-0.1237049
13.5940345,0.0219883,0.072343
13.5945,0.0280308,0.240528
13.5949655,0.0328985,0.3320058
13.595431,0.0374304,0.342916
13.5958966,0.0412909,0.3056535
13.5963621,0.0407874,0.25832
13.5968276,0.036759,0.2153506
13.5972931,0.0344091,0.1824521
13.5977586,0.0347448,0.1631495
13.5982241,0.0354162,0.1502251
13.5986897,0.033402,0.13579
13.5991552,0.0293736,0.117998
13.5996207,0.0248417,0.0978561
13.6000862,0.0176242,0.0770428
13.6005517,0.006714,0.0538796
13.6010172,-0.0048676,0.0318914
13.6014828,-0.0162814,0.0132601
13.6019483,-0.0260166,-0.0035248
13.6024138,-0.0328985,-0.0176242
13.6028793,-0.036759,-0.0256809
13.6033448,-0.0396124,-0.0246738
13.6038103,-0.0429694,-0.0151064
13.6042759,-0.0498512,-0.0035248
13.6047414,-0.0557259,0.0018463
13.6052069,-0.0572366,-0.0016785
13.6056724,-0.056733,-0.0095674
13.6061379,-0.0592508,-0.0219883
13.6066034,-0.0681468,-0.0397803
13.607069,-0.0871138,-0.0498512
13.6075345,-0.1163195,-0.0458228
13.608,-0.1344472,-0.0323949
13.6084655,-0.1042344,-0.0209812
13.608931,-0.0159457,-0.01561
13.6093966,0.085771,-0.0124208
13.6098621,0.152575,-0.0112459
13.6103276,0.1747311,-0.012253
13.6107931,0.1582818,-0.0137636
13.6112586,0.1097734,-0.0139315
13.6117241,0.0347448,-0.0152743
13.6121897,-0.0602579,-0.0182956
13.6126552,-0.1559319,-0.0270237
13.6131207,-0.2271,-0.0632792
13.6135862,-0.2596628,-0.1748989
13.6140517,-0.2547951,-0.3922637
13.6145172,-0.2232395,-0.6181888
13.6149828,-0.1733883,-0.7004349
13.6154483,-0.1126268,-0.5715267
13.6159138,-0.0632792,-0.282826
13.6163793,-0.0364233,0.0486763
13.6168448,-0.0231632,0.3194171
13.6173103,-0.0125887,0.4703136
13.6177759,-0.0011749,0.5020371
13.6182414,0.0105745,0.4610819
13.6187069,0.0226596,0.3942779
13.6191724,0.0347448,0.332845
13.6196379,0.0481727,0.2824903
13.6201034,0.0629435,0.2388495
13.620569,0.0740215,0.2012512
13.6210345,0.0780499,0.1693599
13.6215,0.0750286,0.144686
13.6219655,0.0673075,0.1253834
13.622431,0.0587472,0.1079271
13.6228966,0.0530404,0.0904707
13.6233621,0.0515297,0.0720073
13.6238276,0.0498512,0.0520333
13.6242931,0.0433051,0.0287022
13.6247586,0.0344091,0.0102388
13.6252241,0.0265202,0.0082246
13.6256897,0.0181277,0.0213169
13.6261552,0.0082246,0.0360876
13.6266207,-0.0005035,0.043473
13.6270862,-0.0095674,0.0411231
13.6275517,-0.0216526,0.0280308
13.6280172,-0.0370947,0.0099031
13.6284828,-0.0505226,-0.0041962
13.6289483,-0.0565652,-0.0109102
13.6294138,-0.0516976,-0.0132601
13.6298793,-0.0374304,-0.0169528
13.6303448,-0.0243381,-0.0236667
13.6308103,-0.0246738,-0.0317235
13.6312759,-0.0325628,-0.0412909
13.6317414,-0.0344091,-0.0498512
13.6322069,-0.0288701,-0.0547189
13.6326724,-0.0169528,-0.0558938
13.6331379,-0.0010071,-0.0558938
13.6336034,0.0109102,-0.0572366
13.634069,0.0062104,-0.0572366
13.6345345,-0.0140993,-0.0555581
13.635,-0.0330663,-0.0505226
13.6354655,-0.0417945,-0.0464942
13.635931,-0.0414588,-0.04448
13.6363966,-0.0468299,-0.0464942
13.6368621,-0.057908,-0.0666361
13.6373276,-0.0636149,-0.1062486
13.6377931,-0.0575723,-0.1720455
13.6382586,-0.0419623,-0.2606699
13.6387241,-0.0256809,-0.327306
13.6391897,-0.0142672,-0.3345235
13.6396552,-0.0114137,-0.2740978
13.6401207,-0.0152743,-0.181445
13.6405862,-0.0219883,-0.0770428
13.6410517,-0.0241703,0.0340734
13.6415172,-0.0213169,0.1287404
13.6419828,-0.0142672,0.1978943
13.6424483,-0.0038605,0.2375067
13.6429138,0.0048676,0.2445563
13.6433793,0.0082246,0.230457
13.6438448,0.0082246,0.2103151
13.6443103,0.0073854,0.1918517
13.6447759,0.0063783,0.1750668
13.6452414,0.0016785,0.1599603
13.6457069,-0.0092317,0.1475395
13.6461724,-0.0198062,0.1394827
13.6466379,-0.0234989,0.1347829
13.6471034,-0.0204776,0.1226978
13.647569,-0.0166171,0.1037308
13.6480345,-0.0169528,0.0864424
13.6485,-0.0196384,0.0753643
13.6489655,-0.0164492,0.0669718
13.649431,0.0038605,0.0589151
13.6498966,0.0307164,0.0532082
13.6503621,0.0454871,0.0528725
13.6508276,0.047837,0.0538796
13.6512931,0.0475013,0.0394446
13.6517586,0.047837,-0.0142672
13.6522241,0.0409552,-0.1042344
13.6526897,0.0109102,-0.1646601
13.6531552,-0.0548867,-0.1592889
13.6536207,-0.1284047,-0.1190051
13.6540862,-0.170367,-0.0820783
13.6545517,-0.1690242,-0.0538796
13.6550172,-0.139147,-0.023331
13.6554828,-0.0955062,0.0109102
13.6559483,-0.0374304,0.0407874
13.6564138,0.0317235,0.0595865
13.6568793,0.0884565,0.0708324
13.6573448,0.1196765,0.0800641
13.6578103,0.1327687,0.0854353
13.6582759,0.1342794,0.0864424
13.6587414,0.1176623,0.0844282
13.6592069,0.0730144,0.0809033
13.6596724,0.0048676,0.0770428
13.6601379,-0.0726787,0.0736858
13.6606034,-0.1475395,0.0693217
13.661069,-0.2010834,0.0626078
13.6615345,-0.2165255,0.0547189
13.662,-0.1995727,0.0495155
13.6624655,-0.1653315,0.0466621
13.662931,-0.1233692,0.0414588
13.6633966,-0.0820783,0.0307164
13.6638621,-0.0495155,0.0186313
13.6643276,-0.0258488,0.0083925
13.6647931,-0.0041962,0.0001678
13.6652586,0.01561,-0.005539
13.6657241,0.0297093,-0.0082246
13.6661897,0.0387732,-0.014435
13.6666552,0.0441444,-0.0424659
13.6671207,0.0475013,-0.0887922
13.6675862,0.0491798,-0.1156481
13.6680517,0.0505226,-0.103563
13.6685172,0.0505226,-0.0706645
13.6689828,0.0488441,-0.0381018
13.6694483,0.0464942,-0.0125887
13.6699138,0.0419623,0.0045319
13.6703793,0.0320592,0.0172885
13.6708448,0.0179599,0.0246738
13.6713103,-0.0036927,0.0250095
13.6717759,-0.0229953,0.0198062
13.6722414,-0.0243381,0.0115816
13.6727069,-0.0105745,0.0058747
13.6731724,0.0083925,0.0052033
13.6736379,0.0290379,0.0052033
13.6741034,0.0518654,0.0043641
13.674569,0.0788891,0.0028534
13.6750345,0.0976883,0.0018463
13.6755,0.0938277,0.0011749
13.6759655,0.0609293,-0.0015106
13.676431,-0.0001678,-0.0062104
13.6768966,-0.0765393,-0.0119173
13.6773621,-0.1456931,-0.014435
13.6778276,-0.1878233,-0.0090639
13.6782931,-0.1995727,0.0010071
13.6787586,-0.1868162,0.0102388
13.6792241,-0.1623102,0.0052033
13.6796897,-0.1331044,-0.0256809
13.6801552,-0.1044022,-0.0666361
13.6806207,-0.0782177,-0.0782177
13.6810862,-0.0547189,-0.0671397
13.6815517,-0.0347448,-0.0562295
13.6820172,-0.0203098,-0.0399481
13.6824828,-0.0099031,-0.0119173
13.6829483,0.0025177,0.0166171
13.6834138,0.0152743,0.04448
13.6838793,0.0226596,0.0696574
13.6843448,0.0250095,0.079057
13.6848103,0.0250095,0.0703288
13.6852759,0.0238346,0.0575723
13.6857414,0.0243381,0.0569009
13.6862069,0.0250095,0.0688182
13.6866724,0.0251774,0.0864424
13.6871379,0.0253452,0.1018845
13.6876034,0.0241703,0.1077592
13.688069,0.0216526,0.103563
13.6885345,0.0176242,0.0941634
13.689,0.0115816,0.0827497
13.6894655,0.0038605,0.072343
13.689931,-0.0038605,0.0626078
13.6903966,-0.0095674,0.0522011
13.6908621,-0.0151064,0.0404517
13.6913276,-0.0184634,0.0313878
13.6917931,-0.0203098,0.0236667
13.6922586,-0.0209812,0.0186313
13.6927241,-0.0223239,0.0152743
13.6931897,-0.0246738,0.0137636
13.6936552,-0.0276951,0.0075532
13.6941207,-0.0290379,-0.0132601
13.6945862,-0.0287022,-0.0290379
13.6950517,-0.0273594,-0.0045319
13.6955172,-0.0273594,0.0273594
13.6959828,-0.0268559,0.0182956
13.6964483,-0.0276951,-0.04448
13.6969138,-0.0280308,-0.1304189
13.6973793,-0.0260166,-0.1851377
13.6978448,-0.0241703,-0.1868162
13.6983103,-0.0229953,-0.1539178
13.6987759,-0.0218204,-0.1149767
13.6992414,-0.0209812,-0.0834211
13.6997069,-0.0219883,-0.0552224
13.7001724,-0.0226596,-0.0271916
13.7006379,-0.0228275,-0.0041962
13.7011034,-0.0229953,0.0166171
13.701569,-0.024506,0.0397803
13.7020345,-0.0250095,0.0676432
13.7025,-0.0258488,0.0944991
13.7029655,-0.027863,0.1139696
13.703431,-0.0290379,0.1258869
13.7038966,-0.0280308,0.1317617
13.7043621,-0.0255131,0.1354543
13.7048276,-0.0226596,0.1367971
13.7052931,-0.0204776,0.131426
13.7057586,-0.0186313,0.1226978
13.7062241,-0.0169528,0.110277
13.7066897,-0.0149386,0.096849
13.7071552,-0.0132601,0.0834211
13.7076207,-0.0125887,0.0710002
13.7080862,-0.0135958,0.0629435
13.7085517,-0.0149386,0.0589151
13.7090172,-0.0146029,0.0548867
13.7094828,-0.0135958,0.0513619
13.7099483,-0.0191348,0.0505226
13.7104138,-0.0318914,0.0508583
13.7108793,-0.0439765,0.0505226
13.7113448,-0.0574044,0.043473
13.7118103,-0.079057,0.0317235
13.7122759,-0.0970169,0.0146029
13.7127414,-0.0995346,0.0023499
13.7132069,-0.093492,-0.005539
13.7136724,-0.0840925,-0.0075532
13.7141379,-0.061265,-0.0166171
13.7146034,-0.0135958,-0.0673075
13.715069,0.040116,-0.1413291
13.7155345,0.0807355,-0.191516
13.716,0.1050736,-0.1963836
13.7164655,0.1230335,-0.1607996
13.716931,0.1394827,-0.10692
13.7173966,0.1440146,-0.0569009
13.7178621,0.1324331,-0.0176242
13.7183276,0.1114519,0.0104067
13.7187931,0.0834211,0.0287022
13.7192586,0.0461585,0.0424659
13.7197241,0.0050355,0.0535439
13.7201897,-0.0345769,0.0626078
13.7206552,-0.0731823,0.0699931
13.7211207,-0.1054093,0.0777142
13.7215862,-0.128069,0.085771
13.7220517,-0.142504,0.0897993
13.7225172,-0.1482109,0.0877852
13.7229828,-0.1401541,0.0803998
13.7234483,-0.1211872,0.0654612
13.7239138,-0.0950027,0.0428016
13.7243793,-0.0686503,0.0206455
13.7248448,-0.0475013,0.0025177
13.7253103,-0.0280308,-0.0102388
13.7257759,-0.0075532,-0.0182956
13.7262414,0.0115816,-0.0193027
13.7267069,0.0260166,-0.0125887
13.7271724,0.0327306,-0.0011749
13.7276379,0.0370947,0.0149386
13.7281034,0.0424659,0.0642863
13.728569,0.0464942,0.117998
13.7290345,0.047837,0.121355
13.7295,0.0464942,0.0718395
13.7299655,0.0424659,0.0005035
13.730431,0.0370947,-0.0528725
13.7308966,0.0381018,-0.064622
13.7313621,0.0391089,-0.0438087
13.7318276,0.0317235,-0.0115816
13.7322931,0.0171206,0.011078
13.7327586,0.0008392,0.0199741
13.7332241,-0.0146029,0.0193027
13.7336897,-0.0313878,0.01561
13.7341552,-0.0498512,0.0105745
13.7346207,-0.0622721,0.0072175
13.7350862,-0.0686503,0.0058747
13.7355517,-0.0706645,0.0052033
13.7360172,-0.0693217,0.0038605
13.7364828,-0.0663005,0.0025177
13.7369483,-0.0639506,0.0008392
13.7374138,-0.0595865,-0.0025177
13.7378793,-0.0532082,-0.0062104
13.7383448,-0.0464942,-0.0092317
13.7388103,-0.0382696,-0.0109102
13.7392759,-0.0268559,-0.0140993
13.7397414,-0.0162814,-0.0219883
13.7402069,-0.008896,-0.0213169
13.7406724,-0.005539,0.0082246
13.7411379,-0.0028534,0.0330663
13.7416034,-0.0008392,0.0172885
13.742069,-0.0023499,-0.0330663
13.7425345,-0.0068818,-0.0746929
13.743,-0.0102388,-0.0505226
13.7434655,-0.0109102,0.0360876
13.743931,-0.0115816,0.1065843
13.7443966,-0.0176242,0.1028916
13.7448621,-0.0275273,0.0397803
13.7453276,-0.0370947,-0.0317235
13.7457931,-0.0443122,-0.0753643
13.7462586,-0.0486763,-0.0755322
13.7467241,-0.0493477,-0.0451514
13.7471897,-0.0360876,-0.0065461
13.7476552,-0.0142672,0.0213169
13.7481207,0.012253,0.0357519
13.7485862,0.0426337,0.0421302
13.7490517,0.0553902,0.0468299
13.7495172,0.0417945,0.0508583
13.7499828,0.0105745,0.0542153
13.7504483,-0.0347448,0.0535439
13.7509138,-0.0820783,0.0501869
13.7513793,-0.1116197,0.0454871
13.7518448,-0.115816,0.0421302
13.7523103,-0.0869459,0.0381018
13.7527759,-0.0402838,0.0330663
13.7532414,0.0011749,0.0273594
13.7537069,0.030045,0.0223239
13.7541724,0.0433051,0.0186313
13.7546379,0.0412909,0.0166171
13.7551034,0.030045,0.0152743
13.755569,0.0246738,0.0146029
13.7560345,0.0253452,0.0166171
13.7565,0.0159457,0.0182956
13.7569655,-0.0137636,0.0213169
13.757431,-0.0605936,0.023331
13.7578966,-0.1136339,0.0240024
13.7583621,-0.1592889,0.0219883
13.7588276,-0.1801022,0.0250095
13.7592931,-0.1680171,0.0441444
13.7597586,-0.1344472,0.0622721
13.7602241,-0.096849,0.0609293
13.7606897,-0.0582437,0.0370947
13.7611552,-0.0223239,0.0018463
13.7616207,0.0095674,-0.0149386
13.7620862,0.036759,-0.0065461
13.7625517,0.0582437,0.0085603
13.7630172,0.0713359,0.0035248
13.7634828,0.0760357,-0.0297093
13.7639483,0.0753643,-0.0736858
13.7644138,0.0743572,-0.1022202
13.7648793,0.0720073,-0.0991989
13.7653448,0.0673075,-0.068986
13.7658103,0.0622721,-0.0290379
13.7662759,0.0569009,0.0052033
13.7667414,0.0500191,0.0287022
13.7672069,0.0412909,0.0421302
13.7676724,0.0303807,0.0475013
13.7681379,0.0199741,0.0501869
13.7686034,0.0107424,0.0532082
13.769069,0.002182,0.0572366
13.7695345,-0.0028534,0.0626078
13.77,-0.005539,0.0676432
13.7704655,-0.0097353,0.0710002
13.770931,-0.0139315,0.0693217
13.7713966,-0.0166171,0.0636149
13.7718621,-0.0196384,0.056733
13.7723276,-0.0226596,0.0495155
13.7727931,-0.0270237,0.0421302
13.7732586,-0.0323949,0.0344091
13.7737241,-0.0360876,0.0276951
13.7741897,-0.0377661,0.0226596
13.7746552,-0.0377661,0.0182956
13.7751207,-0.0377661,0.0132601
13.7755862,-0.0377661,0.0115816
13.7760517,-0.0354162,0.0119173
13.7765172,-0.0342412,0.0196384
13.7769828,-0.0344091,0.033402
13.7774483,-0.0337377,0.0290379
13.7779138,-0.0337377,-0.0008392
13.7783793,-0.0337377,-0.0397803
13.7788448,-0.0337377,-0.0654612
13.7793103,-0.0339055,-0.0642863
13.7797759,-0.033402,-0.0417945
13.7802414,-0.0323949,-0.0162814
13.7807069,-0.03122,-0.0031891
13.7811724,-0.0303807,0.0008392
13.7816379,-0.0290379,0.0077211
13.7821034,-0.0297093,0.0270237
13.782569,-0.0290379,0.0525368
13.7830345,-0.0290379,0.0602579
13.7835,-0.0287022,0.0454871
13.7839655,-0.0287022,0.0298772
13.784431,-0.0276951,0.0419623
13.7848966,-0.0253452,0.1265583
13.7853621,-0.023331,0.2197147
13.7858276,-0.0218204,0.1999084
13.7862931,-0.0209812,0.0354162
13.7867586,-0.0206455,-0.181445
13.7872241,-0.0187991,-0.3385519
13.7876897,-0.0152743,-0.3976349
13.7881552,-0.014435,-0.3687648
13.7886207,-0.0149386,-0.2740978
13.7890862,-0.0159457,-0.1445182
13.7895517,-0.0169528,-0.0162814
13.7900172,-0.0184634,0.0783856
13.7904828,-0.0193027,0.1346151
13.7909483,-0.0191348,0.1660029
13.7914138,-0.0193027,0.1864805
13.7918793,-0.0196384,0.2032654
13.7923448,-0.0199741,0.2119936
13.7928103,-0.0219883,0.209308
13.7932759,-0.0287022,0.194873
13.7937414,-0.0424659,0.1743954
13.7942069,-0.0528725,0.1498894
13.7946724,-0.047837,0.117998
13.7951379,-0.0290379,0.0822461
13.7956034,-0.0018463,0.072343
13.796069,0.0223239,0.1220264
13.7965345,0.0372625,0.1889982
13.797,0.047837,0.1851377
13.7974655,0.0585794,0.0918135
13.797931,0.064622,-0.0337377
13.7983966,0.0622721,-0.1327687
13.7988621,0.0498512,-0.1868162
13.7993276,0.0305486,-0.1921874
13.7997931,0.0082246,-0.1562676
13.8002586,-0.0161135,-0.0985275
13.8007241,-0.0428016,-0.0384375
13.8011897,-0.0679789,0.0050355
13.8016552,-0.0903029,0.026688
13.8021207,-0.1062486,0.033402
13.8025862,-0.1144732,0.0342412
13.8030517,-0.1153124,0.0313878
13.8035172,-0.1052415,0.0246738
13.8039828,-0.0867781,0.0176242
13.8044483,-0.0659648,0.0146029
13.8049138,-0.0488441,0.0119173
13.8053793,-0.0360876,0.0078889
13.8058448,-0.0280308,0.0031891
13.8063103,-0.024506,-0.0008392
13.8067759,-0.0243381,0.0102388
13.8072414,-0.0256809,0.0495155
13.8077069,-0.0253452,0.0807355
13.8081724,-0.0204776,0.0679789
13.8086379,-0.012253,0.0159457
13.8091034,-0.0025177,-0.04448
13.809569,0.0062104,-0.0921492
13.8100345,0.014435,-0.1169909
13.8105,0.0206455,-0.0928206
13.8109655,0.0256809,0.0152743
13.811431,0.0285344,0.1816129
13.8118966,0.027863,0.279469
13.8123621,0.0253452,0.2422065
13.8128276,0.0236667,0.10692
13.8132931,0.0204776,-0.0532082
13.8137586,0.01561,-0.1821164
13.8142241,0.011078,-0.2569772
13.8146897,0.0082246,-0.2613413
13.8151552,0.0050355,-0.1989014
13.8156207,0.0015106,-0.1089342
13.8160862,-0.002182,-0.0330663
13.8165517,-0.0082246,0.0117494
13.8170172,-0.017792,0.0320592
13.8174828,-0.0256809,0.0411231
13.8179483,-0.0287022,0.0501869
13.8184138,-0.0293736,0.0616007
13.8188793,-0.0193027,0.0716716
13.8193448,0.0172885,0.0773785
13.8198103,0.0760357,0.079057
13.8202759,0.1163195,0.0760357
13.8207414,0.1230335,0.0688182
13.8212069,0.1059129,0.0656291
13.8216724,0.0763714,0.0783856
13.8221379,0.0394446,0.0951705
13.8226034,-0.0015106,0.0911421
13.823069,-0.0394446,0.0616007
13.8235345,-0.0674754,0.0206455
13.824,-0.0810712,-0.0139315
13.8244655,-0.0780499,-0.033402
13.824931,-0.0642863,-0.0411231
13.8253966,-0.0562295,-0.0384375
13.8258621,-0.0683146,-0.0290379
13.8263276,-0.103563,-0.0176242
13.8267931,-0.1537499,-0.0068818
13.8272586,-0.2052796,0.002182
13.8277241,-0.2348211,0.0085603
13.8281897,-0.2292821,0.0146029
13.8286552,-0.2010834,0.017792
13.8291207,-0.1656672,0.0219883
13.8295862,-0.1290761,0.0276951
13.8300517,-0.0908064,0.0307164
13.8305172,-0.0535439,0.0292058
13.8309828,-0.0219883,0.0250095
13.8314483,0.0036927,0.0208133
13.8319138,0.0198062,0.0172885
13.8323793,0.0276951,0.0130922
13.8328448,0.0335698,0.0092317
13.8333103,0.0428016,0.0105745
13.8337759,0.0560616,0.0248417
13.8342414,0.0703288,0.0595865
13.8347069,0.0814069,0.1062486
13.8351724,0.0871138,0.1461967
13.8356379,0.0867781,0.1743954
13.8361034,0.0840925,0.1589532
13.836569,0.0803998,0.0817426
13.8370345,0.0757,-0.0297093
13.8375,0.068986,-0.1287404
13.8379655,0.0627756,-0.1888304
13.838431,0.0569009,-0.2136721
13.8388966,0.0505226,-0.2083009
13.8393621,0.0431373,-0.1757382
13.8398276,0.0491798,-0.1242084
13.8402931,0.0663005,-0.0673075
13.8407586,0.072343,-0.0172885
13.8412241,0.0589151,0.0213169
13.8416897,0.0337377,0.0518654
13.8421552,0.0052033,0.0763714
13.8426207,-0.0236667,0.093492
13.8430862,-0.0501869,0.1045701
13.8435517,-0.0736858,0.1082628
13.8440172,-0.0921492,0.1045701
13.8444828,-0.1018845,0.0941634
13.8449483,-0.1028916,0.0795605
13.8454138,-0.0981918,0.0639506
13.8458793,-0.0866102,0.0481727
13.8463448,-0.0740215,0.0293736
13.8468103,-0.063447,0.0125887
13.8472759,-0.0540475,0.0038605
13.8477414,-0.0464942,0.0025177
13.8482069,-0.0406195,0.0038605
13.8486724,-0.033402,0.0068818
13.8491379,-0.0256809,0.0099031
13.8496034,-0.0209812,0.0139315
13.850069,-0.017792,0.017792
13.8505345,-0.0166171,0.0182956
13.851,-0.0169528,0.01561
13.8514655,-0.0196384,0.0142672
13.851931,-0.0216526,0.0164492
13.8523966,-0.021149,0.0199741
13.8528621,-0.0213169,0.023331
13.8533276,-0.0219883,0.0236667
13.8537931,-0.0226596,0.0216526
13.8542586,-0.0229953,0.0206455
13.8547241,-0.0243381,0.0196384
13.8551897,-0.0260166,0.0176242
13.8556552,-0.0270237,0.0162814
13.8561207,-0.0263523,0.0166171
13.8565862,-0.0268559,0.0186313
13.8570517,-0.0293736,0.0206455
13.8575172,-0.0297093,0.0206455
13.8579828,-0.0255131,0.0199741
13.8584483,-0.018967,0.018967
13.8589138,-0.0102388,0.0182956
13.8593793,0.0011749,0.0196384
13.8598448,0.0125887,0.0182956
13.8603103,0.021149,0.0142672
13.8607759,0.0310521,0.0092317
13.8612414,0.0384375,0.0048676
13.8617069,0.0335698,0.0052033
13.8621724,0.0149386,0.0191348
13.8626379,-0.0139315,0.0619364
13.8631034,-0.0431373,0.1166552
